style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Size,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
factor_weight,,,,,0.002995748561,0.00326722304,0.003837679541,0.013174492033,0.01385659176,0.018996402763,0.022506425325,0.032785810774,0.027121439778,0.035295475537,0.050657492508,0.050847854844,0.004281686651,0.009460241604,0.009510708112,0.022101132364,0.027995774731,0.030825522027,0.03330619658,0.040211655499,0.071618274388,0.003207738302,0.00343106969,0.003758715727,0.004623591469,0.006161672109,0.007001176063,0.007232026251,0.014628983212,0.016991643362,0.017372455577,0.018877856574,0.019816888644,0.020138114841,0.020551648144,0.025117568859,0.027753262056,0.033335596571,0.005583880045,0.00291618381,0.015820341303,0.015883021175,0.016532179091,0.017480684575,0.020655222391,0.024556869824,0.024745693615,0.031164333456,0.045308772812,0.004698982032,1.0
factor,,,,,Rev3MFY2C,RevMagFY1C,EPSSurpC,AdjRev3MFY1C,Rev3MFY1C,InvPEGC,AdjInvPEGC,SUEC,CapExToAst,LTDA,BuyBackChg,RecTurn,UnexpectedInvChg,ETO,CapExToSales,GPMargin,ROAStddev20Q,SalesToInvCap,AdjChgEPStoSales,CFIC,WCAccruals,Chg1YOPM,CQPTTMCFtoSales,ConsQPosChginTTMCF,AstAdjChg1YEPS,EPSStab,AdjAstAdjChg1YFCF,Chg1YFCF,ChgATO,PAdjChg1YCF,PAdjChg1YEPS,PAdjChg1YSales,DivperShareGrowth,PAdjChg3YCF,DIVIDENDGROWTH,PAdjChg1YFCF,PAdjChg3YOCF,PAdjChg1YOCF,ShortIntTrdVol,LogAssets,CurLiaP,InvPEGYC,EP,OEP,SP,OCFEV,FCFP,FCFEV,60MAVGTTMEP,BookLev,AGG
18,2026-08-31,1928,KYG7800X1079,29342501W,-0.000560115284083557,-0.0006115020073939752,-0.0007661346989188884,,-0.0007003893394670049,,,-0.0010280779250274028,,,,,,0.002666148752237732,,0.0037728520078835824,,,-0.0007750432419295732,-0.0006032010751669077,0.0029844948719079086,-0.0010150312508519282,,,-0.0013198756199196693,-0.000880886151620396,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,,,0.004122910441604739,,-0.0007392279350012195,0.005478387847063832,,,,,,,,,0.0019319918494476317,0.0019319918494476317,,,0.001970060654362856,0.0005010676780902815
19,2026-08-31,1997,KYG9593A1040,32596601W,-0.000560115284083557,,,,,,,,,,,,,-0.002666148752237732,,,,-0.002338726975647133,,,,,,,,,,-0.0006115020073939752,,,,-0.0008563646955795712,-0.001025441827783743,0.004122910441604739,-0.0008987018265969884,,,,,,,,,,,0.0019319918494476317,0.0019319918494476317,0.0022722858683844305,,,9.072161466822666e-05
20,2026-08-31,2,HK0002007356,10066501W,-0.000560115284083557,-0.0006115020073939752,,,-0.0007003893394670049,-0.0010693109968867907,,-0.0010280779250274028,0.000985030327181428,0.0029191409696033557,,,,,0.0012230040147879504,,,,-0.0007750432419295732,0.002366404217962484,,-0.0010150312508519282,,,,,,,,-0.0006967287680063759,,-0.0008563646955795712,-0.001025441827783743,0.004122910441604739,-0.0008987018265969884,,,,,,,-0.001075059980741021,,,,0.0019319918494476317,0.0019319918494476317,0.0022722858683844305,-0.0008600479845928167,-0.001999611564178299,0.0002569258040439125
21,2026-08-31,2388,HK2388011192,03164801W,-0.000560115284083557,-0.0006115020073939752,,,-0.0007003893394670049,,,-0.0010280779250274028,0.000985030327181428,0.0029191409696033557,,-0.002836328459827374,-0.0013886191417904852,,,0.0037728520078835824,0.001801451859620089,,-0.0007750432419295732,,,,,,,,,,,,-0.0006419298761407058,-0.0008563646955795712,0.003006934682974885,,0.0035080904634706995,,,,,,,,,,-0.0023804899573551174,,,,,,9.569475656108607e-05
22,2026-08-31,2502,JP3116000005,10295001W,-0.000560115284083557,-0.0006115020073939752,,,,0.00209383409861602,,,,,,-0.002836328459827374,-0.0013886191417904852,-0.002666148752237732,,,0.001801451859620089,-0.002338726975647133,-0.0007750432419295732,-0.0006032010751669077,-0.0015322693978377768,,,,-0.0013198756199196693,,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,,,,,-0.0007392279350012195,-0.005554476567161941,-0.002072136335936061,,,0.002234202865003686,,,,,-0.0006621230344961254,-0.0006610286162572888,-0.0011591951096685791,0.002531153878706707,,-0.000584598640570192
23,2026-08-31,2503,JP3258000003,01872901W,0.0016525715406432223,0.001809603225500723,,,,,,,,,,-0.002836328459827374,0.0024839895207183836,,-0.003602903719240178,,,,0.0022722858683844305,-0.0006032010751669077,,,,,0.002596898135296492,,,0.0023804899573551174,,0.002050883655567486,0.0018864260039417912,,,,,0.0021734908306285856,0.005478387847063832,0.002050883655567486,,,,,0.0024091705592509624,,,,-0.0006610286162572888,,-0.0008600479845928167,,0.0002507862091296255
24,2026-08-31,2587,JP3336560002,31564801W,-0.000560115284083557,-0.0006115020073939752,,,,,,,,,,-0.002836328459827374,-0.0013886191417904852,,,,0.001801451859620089,,-0.0007750432419295732,-0.0006032010751669077,-0.0015322693978377768,,,,-0.0013198756199196693,,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,,,,,-0.0007392279350012195,,-0.002072136335936061,,,0.002234202865003686,,0.0024091705592509624,,,0.0019319918494476317,-0.0006610286162572888,,0.002531153878706707,-0.001999611564178299,-0.0001962671740508093
25,2026-08-31,27,HK0027032686,10711401W,-0.000560115284083557,-0.0006115020073939752,-0.0007661346989188884,,-0.0007003893394670049,,,-0.0010280779250274028,,,,,,-0.002666148752237732,,0.0037728520078835824,,-0.002338726975647133,0.0022722858683844305,-0.0006032010751669077,,0.002962387502486369,,,0.002596898135296492,0.003447606145134998,,-0.0006115020073939752,,0.002050883655567486,0.0018864260039417912,,0.003006934682974885,0.004122910441604739,,-0.0007392279350012195,0.005478387847063832,,,,,,,,,0.0019319918494476317,,,,-0.001999611564178299,0.00040755616927614193
26,2026-08-31,2801,JP3240400006,10193201W,0.0016525715406432223,,,,,,,,,,,,,,-0.003602903719240178,,0.001801451859620089,,-0.0007750432419295732,-0.0006032010751669077,,,,,,,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,,,,,-0.0007392279350012195,,,,-0.0016945860713375414,-0.0022594480951167216,,-0.0012267555608455822,-0.0013743034805349132,,-0.0006621230344961254,-0.0006610286162572888,-0.0011591951096685791,-0.0008600479845928167,-0.001999611564178299,-0.00031460113031579913
27,2026-08-31,2802,JP3119600009,10025301W,,-0.0006115020073939752,,,,,,,,,,,-0.0013886191417904852,,-0.003602903719240178,,0.001801451859620089,,0.0022722858683844305,-0.0006032010751669077,-0.0015322693978377768,,,,0.002596898135296492,,,-0.0006115020073939752,,,,,,,,-0.0007392279350012195,,,,-0.0016945860713375414,-0.0022594480951167216,,-0.0012267555608455822,-0.0013743034805349132,-0.0023804899573551174,-0.0006621230344961254,-0.0006610286162572888,,-0.0008600479845928167,,-0.0003030044114444838
28,2026-08-31,285A,JP3236330001,33964401W,0.0016525715406432223,0.001809603225500723,,,0.002072136335936061,0.00209383409861602,,-0.0010280779250274028,,,,-0.002836328459827374,0.0024839895207183836,,,,,,0.0022722858683844305,0.002366404217962484,,,,,0.002596898135296492,,,-0.0006115020073939752,,,,,,,,-0.0007392279350012195,,,,,,0.002115991073204549,,,,,,,,,0.00010552275890308105
29,2026-08-31,288,KYG960071028,31747801W,-0.000560115284083557,-0.0006115020073939752,,,,-0.0010693109968867907,,,,,,,0.0024839895207183836,,0.0012230040147879504,,-0.005332297504475464,,-0.0007750432419295732,-0.0006032010751669077,-0.0015322693978377768,,,,-0.0013198756199196693,,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,0.0016874359191378049,,,,-0.0007392279350012195,0.005478387847063832,,,,,0.002115991073204549,0.0024091705592509624,0.0027021777894301337,,0.0019319918494476317,-0.0006610286162572888,-0.0011591951096685791,0.002531153878706707,,5.1320962936564e-05
30,2026-08-31,2914,JP3726800000,22352801W,0.0016525715406432223,0.001809603225500723,,,,,,,,,,-0.002836328459827374,-0.0013886191417904852,-0.002666148752237732,,,,-0.002338726975647133,0.0022722858683844305,-0.0006032010751669077,-0.0015322693978377768,,,,0.002596898135296492,,,-0.0006115020073939752,,0.002050883655567486,0.0018864260039417912,,,,,-0.0007392279350012195,,,,,,,-0.0012267555608455822,-0.0013743034805349132,-0.0023804899573551174,-0.0006621230344961254,-0.0006610286162572888,-0.0011591951096685791,-0.0008600479845928167,,-0.0004990812143109776
31,2026-08-31,3,HK0003000038,01852602W,-0.000560115284083557,-0.0006115020073939752,,,-0.0007003893394670049,-0.0010693109968867907,,-0.0010280779250274028,0.000985030327181428,,,,,,0.0012230040147879504,,,,-0.0007750432419295732,-0.0006032010751669077,,,,,,,,,,-0.0006967287680063759,,-0.0008563646955795712,-0.001025441827783743,-0.0010552039916508172,-0.0008987018265969884,,,,,-0.0016945860713375414,,-0.001075059980741021,-0.0012267555608455822,-0.0013743034805349132,,-0.0006621230344961254,,,-0.0008600479845928167,,-0.0003278726319959436
32,2026-08-31,3003,JP3360800001,20801901W,0.0016525715406432223,,,,,,,,,,,,,0.002666148752237732,,,0.001801451859620089,0.0023251297257887195,,,,,,,,,,,,,,0.0016874359191378049,,-0.0010552039916508172,-0.0008987018265969884,,,-0.002072136335936061,,,0.002234202865003686,,,,0.002366404217962484,0.0019319918494476317,-0.0006610286162572888,-0.0011591951096685791,,,0.00015452410267725297
33,2026-08-31,3382,JP3422950000,27396101W,-0.000560115284083557,0.001809603225500723,,,,-0.0010693109968867907,,,,,,0.002816354315744083,,,0.0012230040147879504,,0.001801451859620089,,,-0.0006032010751669077,-0.0015322693978377768,,,,,,,-0.0006115020073939752,,0.002050883655567486,0.0018864260039417912,-0.0008563646955795712,,,,-0.0007392279350012195,-0.005554476567161941,-0.002072136335936061,,,,,,,0.002366404217962484,,,,-0.0008600479845928167,,-0.00014724319352399774
34,2026-08-31,3402,JP3621000003,10072401W,-0.000560115284083557,-0.0006115020073939752,-0.0007661346989188884,,-0.0007003893394670049,,,,,,,-0.002836328459827374,-0.0013886191417904852,,,-0.0012497572276114369,,,-0.0007750432419295732,-0.0006032010751669077,-0.0015322693978377768,-0.0010150312508519282,,,-0.0013198756199196693,0.003447606145134998,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,0.0016874359191378049,,,,-0.0007392279350012195,,-0.002072136335936061,,,,,,,,,-0.0006610286162572888,,,,-0.0005014790394956817
35,2026-08-31,3407,JP3111200006,10025801W,-0.000560115284083557,-0.0006115020073939752,0.0022594480951167216,,-0.0007003893394670049,,,,,,,,-0.0013886191417904852,,,-0.0012497572276114369,,,-0.0007750432419295732,-0.0006032010751669077,-0.0015322693978377768,,,,,-0.000880886151620396,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,,,,,-0.0007392279350012195,,,,,,,,,,0.0019319918494476317,-0.0006610286162572888,,,,-0.0002480265368795321
36,2026-08-31,3659,JP3758190007,31130501W,-0.000560115284083557,-0.0006115020073939752,-0.0007661346989188884,,-0.0007003893394670049,-0.0010693109968867907,,0.0030297144911792407,,,,,,,,,,,,,,,,,,-0.000880886151620396,,,,,-0.0006419298761407058,,,,,,,,,-0.0016945860713375414,,,,,,0.0019319918494476317,,0.0022722858683844305,,,0.00015943410952300372
37,2026-08-31,388,HK0388045442,24063701W,-0.000560115284083557,-0.0006115020073939752,-0.0007661346989188884,,-0.0007003893394670049,-0.0010693109968867907,,0.0030297144911792407,-0.0029191409696033557,0.0029191409696033557,,,,,,-0.0012497572276114369,0.001801451859620089,,,,0.0029844948719079086,,,,,,,,,-0.0006967287680063759,-0.0006419298761407058,-0.0008563646955795712,0.003006934682974885,-0.0010552039916508172,0.0035080904634706995,,,,,,,-0.001075059980741021,-0.0012267555608455822,-0.0013743034805349132,-0.0023804899573551174,-0.0006621230344961254,-0.0006610286162572888,,-0.0008600479845928167,,0.00021225910173723535
38,2026-08-31,4004,JP3368000000,10069601W,0.0016525715406432223,0.001809603225500723,-0.0007661346989188884,,0.002072136335936061,0.00209383409861602,,,,-0.002962387502486369,,-0.002836328459827374,,,,-0.0012497572276114369,,,-0.0007750432419295732,-0.0006032010751669077,-0.0015322693978377768,-0.0010150312508519282,,,-0.0013198756199196693,-0.000880886151620396,,-0.0006115020073939752,,-0.0006967287680063759,-0.0006419298761407058,-0.0008563646955795712,,,,-0.0007392279350012195,,-0.002072136335936061,,,,,-0.0012267555608455822,,,-0.0006621230344961254,-0.0006610286162572888,-0.0011591951096685791,,,-0.0006755007604591636
