ddt,ticker,isin,gvkeyiid,style,ls_weight,style_ls_weight,factor_weight
2026-08-31,,FI0009014575,33901501W,Analyst Expectations,-0.0015518478410961325,-8.616581593351937e-05,0.02395724290204974
2026-08-31,,FI0009014575,33901501W,Capital Efficiency,0.0005794296042243693,9.586840042901411e-05,0.02712143977821946
2026-08-31,,FI0009014575,33901501W,Earnings Quality,0.0018257602707878976,-4.6915494958573815e-06,0.05400405026230253
2026-08-31,,FI0009014575,33901501W,Historical Growth,-0.0013115878698134766,8.38918806578025e-05,0.15989498750228426
2026-08-31,,FI0009014575,33901501W,MP,-5.199804286600974e-06,-5.199804286600974e-06,0.3348433630808693
2026-08-31,,FI0009014575,33901501W,Size,0.0,0.0,0.0
2026-08-31,,FI0009014575,33901501W,Valuation,-0.0008953947171111423,-0.0001531328779672012,0.06986564263601334
2026-08-31,,FI0009014575,33901501W,Volatility,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Analyst Expectations,0.0039049446090499294,0.0007499810135683943,0.04150282808767876
2026-08-31,,GB00BMVP7Y09,03647401,Capital Efficiency,0.0005794296042243693,9.586840042901411e-05,0.02712143977821946
2026-08-31,,GB00BMVP7Y09,03647401,Earnings Quality,-0.002368374515172612,-0.0005197114369030801,0.18547235660606887
2026-08-31,,GB00BMVP7Y09,03647401,Historical Growth,-0.007347259242180119,-0.0005809646538040204,0.14131425729069305
2026-08-31,,GB00BMVP7Y09,03647401,MP,-0.000214258365907866,-0.000214258365907866,0.5489882665145268
2026-08-31,,GB00BMVP7Y09,03647401,Price Momentum,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Size,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Valuation,-0.0013945695882197733,-6.192970894233912e-05,0.15357738475186664
2026-08-31,,GB00BMVP7Y09,03647401,Volatility,0.0,0.0,0.0
2026-08-31,1,KYG217651051,10108801W,Analyst Expectations,0.001503229163784905,0.00015841954631018134,0.02395724290204974
2026-08-31,1,KYG217651051,10108801W,Capital Efficiency,0.0005794296042243693,9.586840042901411e-05,0.02712143977821946
2026-08-31,1,KYG217651051,10108801W,Earnings Quality,-0.0041157034969660335,-0.0003008671638906308,0.08477910578086306
2026-08-31,1,KYG217651051,10108801W,Historical Growth,-0.0015923860510855018,6.83761738725786e-05,0.17008094755992997
2026-08-31,1,KYG217651051,10108801W,MP,0.00018297965553298794,0.00018297965553298794,0.4869891744068948
2026-08-31,1,KYG217651051,10108801W,Size,0.0009884387366180419,0.0009884387366180419,0.0029161838100566252
2026-08-31,1,KYG217651051,10108801W,Valuation,0.007172335616595029,0.0009646445602339508,0.17813425457577597
2026-08-31,1,KYG217651051,10108801W,Volatility,0.0,0.0,0.0
