ddt,ticker,isin,gvkeyiid,style,ls_weight,style_ls_weight,factor_weight
2026-08-31,,FI0009014575,33901501W,MP,-9.359647715881753e-06,-9.359647715881753e-06,0.3348433630808693
2026-08-31,,GB00BMVP7Y09,03647401,MP,-0.00038566505863415877,-0.00038566505863415877,0.5489882665145268
2026-08-31,1,KYG217651051,10108801W,MP,0.00032936337995937825,0.00032936337995937825,0.4869891744068948
2026-08-31,1038,BMG2178K1009,21292801W,MP,3.2953386622244075e-05,3.2953386622244075e-05,0.4577159573433247
2026-08-31,1113,KYG2177B1014,31975901W,MP,0.0005487650488755691,0.0005487650488755691,0.29861824064417364
2026-08-31,12,HK0012000102,01569701W,MP,-0.00023261796209559326,-0.00023261796209559326,0.1998246150078223
2026-08-31,1299,HK0000069689,29573501W,MP,-0.0004056928011219015,-0.0004056928011219015,0.5010599489402767
2026-08-31,1308,KYG8187G1055,29553601W,MP,0.000674649393695379,0.000674649393695379,0.4438500809956348
2026-08-31,16,HK0016000132,01942101W,MP,0.000506161183048141,0.000506161183048141,0.28273521946918384
2026-08-31,1605,JP3294460005,27119601W,MP,-0.00016759779994357857,-0.00016759779994357857,0.24723158937678924
2026-08-31,1801,JP3443600006,10094901W,MP,0.0004959471265052815,0.0004959471265052815,0.43969794294571835
2026-08-31,1802,JP3190000004,10091901W,MP,0.00032511639644691563,0.00032511639644691563,0.33165491177070816
2026-08-31,1803,JP3358800005,10098201W,MP,0.0002574612258925198,0.0002574612258925198,0.4569997707437707
2026-08-31,1812,JP3210200006,01870901W,MP,0.00037898044243146804,0.00037898044243146804,0.397781360365684
2026-08-31,1878,JP3486800000,20154301W,MP,0.00011235639276432962,0.00011235639276432962,0.3517285970168456
2026-08-31,19,HK0019000162,10056201W,MP,0.00012071099632951046,0.00012071099632951046,0.4833540009491443
2026-08-31,1925,JP3505000004,01783001W,MP,-0.00010855898526931997,-0.00010855898526931997,0.32869311434174414
2026-08-31,1928,JP3420600003,10092601W,MP,1.8531552623350301e-06,1.8531552623350301e-06,0.3792037314582894
2026-08-31,1928,KYG7800X1079,29342501W,MP,0.0005305422473897098,0.0005305422473897098,0.41604017240770286
2026-08-31,1997,KYG9593A1040,32596601W,MP,9.605818023694587e-05,9.605818023694587e-05,0.21036494354058013
2026-08-31,2,HK0002007356,10066501W,MP,0.0002720390866347308,0.0002720390866347308,0.46328881518571685
2026-08-31,2388,HK2388011192,03164801W,MP,0.00010132385988820877,0.00010132385988820877,0.3511290059509054
2026-08-31,2502,JP3116000005,10295001W,MP,-0.0006189867958978503,-0.0006189867958978503,0.5678287358420248
2026-08-31,2503,JP3258000003,01872901W,MP,0.00026553833907842696,0.00026553833907842696,0.36343386295016006
2026-08-31,2587,JP3336560002,31564801W,MP,-0.00020781230193615098,-0.00020781230193615098,0.4708601350587616
2026-08-31,27,HK0027032686,10711401W,MP,0.00043153006158650316,0.00043153006158650316,0.370318615075712
2026-08-31,2801,JP3240400006,10193201W,MP,-0.0003331070791579049,-0.0003331070791579049,0.3639578180496232
2026-08-31,2802,JP3119600009,10025301W,MP,-0.0003208282003529828,-0.0003208282003529828,0.39518065299973376
2026-08-31,285A,JP3236330001,33964401W,MP,0.00011172998001502698,0.00011172998001502698,0.2534053782254858
2026-08-31,288,KYG960071028,31747801W,MP,5.4339843109303044e-05,5.4339843109303044e-05,0.5058236290203305
2026-08-31,2914,JP3726800000,22352801W,MP,-0.0005284389327998585,-0.0005284389327998585,0.49859544447508036
2026-08-31,3,HK0003000038,01852602W,MP,-0.0003471592574074696,-0.0003471592574074696,0.40110563971926
2026-08-31,3003,JP3360800001,20801901W,MP,0.00016361375577591487,0.00016361375577591487,0.281122963641755
2026-08-31,3382,JP3422950000,27396101W,MP,-0.00015590455784893876,-0.00015590455784893876,0.43808804639121923
2026-08-31,3402,JP3621000003,10072401W,MP,-0.0005309778065248394,-0.0005309778065248394,0.403989885916858
