ddt,ticker,isin,gvkeyiid,style,ls_weight,style_ls_weight,factor_weight
2026-08-31,,FI0009014575,33901501W,MP,-8.839667287221658e-06,-8.839667287221658e-06,0.3348433630808693
2026-08-31,,GB00BMVP7Y09,03647401,MP,-0.0003642392220433722,-0.0003642392220433722,0.5489882665145268
2026-08-31,1,KYG217651051,10108801W,MP,0.0003110654144060795,0.0003110654144060795,0.4869891744068948
2026-08-31,1038,BMG2178K1009,21292801W,MP,3.11226429210083e-05,3.11226429210083e-05,0.4577159573433247
2026-08-31,1113,KYG2177B1014,31975901W,MP,0.0005182781017158153,0.0005182781017158153,0.29861824064417364
2026-08-31,12,HK0012000102,01569701W,MP,-0.00021969474197917142,-0.00021969474197917142,0.1998246150078223
2026-08-31,1299,HK0000069689,29573501W,MP,-0.0003831543121706848,-0.0003831543121706848,0.5010599489402767
2026-08-31,1308,KYG8187G1055,29553601W,MP,0.0006371688718234136,0.0006371688718234136,0.4438500809956348
2026-08-31,16,HK0016000132,01942101W,MP,0.0004780411173232443,0.0004780411173232443,0.28273521946918384
2026-08-31,1605,JP3294460005,27119601W,MP,-0.00015828681105782425,-0.00015828681105782425,0.24723158937678924
2026-08-31,1801,JP3443600006,10094901W,MP,0.00046839450836609923,0.00046839450836609923,0.43969794294571835
2026-08-31,1802,JP3190000004,10091901W,MP,0.00030705437442208705,0.00030705437442208705,0.33165491177070816
2026-08-31,1803,JP3358800005,10098201W,MP,0.0002431578244540465,0.0002431578244540465,0.4569997707437707
2026-08-31,1812,JP3210200006,01870901W,MP,0.00035792597340749766,0.00035792597340749766,0.397781360365684
2026-08-31,1878,JP3486800000,20154301W,MP,0.0001061143709440891,0.0001061143709440891,0.3517285970168456
2026-08-31,19,HK0019000162,10056201W,MP,0.00011400482986675989,0.00011400482986675989,0.4833540009491443
2026-08-31,1925,JP3505000004,01783001W,MP,-0.00010252793053213555,-0.00010252793053213555,0.32869311434174414
2026-08-31,1928,JP3420600003,10092601W,MP,1.7502021922053065e-06,1.7502021922053065e-06,0.3792037314582894
2026-08-31,1928,KYG7800X1079,29342501W,MP,0.0005010676780902815,0.0005010676780902815,0.41604017240770286
2026-08-31,1997,KYG9593A1040,32596601W,MP,9.072161466822666e-05,9.072161466822666e-05,0.21036494354058013
2026-08-31,2,HK0002007356,10066501W,MP,0.0002569258040439125,0.0002569258040439125,0.46328881518571685
2026-08-31,2388,HK2388011192,03164801W,MP,9.569475656108607e-05,9.569475656108607e-05,0.3511290059509054
2026-08-31,2502,JP3116000005,10295001W,MP,-0.000584598640570192,-0.000584598640570192,0.5678287358420248
2026-08-31,2503,JP3258000003,01872901W,MP,0.0002507862091296255,0.0002507862091296255,0.36343386295016006
2026-08-31,2587,JP3336560002,31564801W,MP,-0.0001962671740508093,-0.0001962671740508093,0.4708601350587616
2026-08-31,27,HK0027032686,10711401W,MP,0.00040755616927614193,0.00040755616927614193,0.370318615075712
2026-08-31,2801,JP3240400006,10193201W,MP,-0.00031460113031579913,-0.00031460113031579913,0.3639578180496232
2026-08-31,2802,JP3119600009,10025301W,MP,-0.0003030044114444838,-0.0003030044114444838,0.39518065299973376
2026-08-31,285A,JP3236330001,33964401W,MP,0.00010552275890308105,0.00010552275890308105,0.2534053782254858
2026-08-31,288,KYG960071028,31747801W,MP,5.1320962936564e-05,5.1320962936564e-05,0.5058236290203305
2026-08-31,2914,JP3726800000,22352801W,MP,-0.0004990812143109776,-0.0004990812143109776,0.49859544447508036
2026-08-31,3,HK0003000038,01852602W,MP,-0.0003278726319959436,-0.0003278726319959436,0.40110563971926
2026-08-31,3003,JP3360800001,20801901W,MP,0.00015452410267725297,0.00015452410267725297,0.281122963641755
2026-08-31,3382,JP3422950000,27396101W,MP,-0.00014724319352399774,-0.00014724319352399774,0.43808804639121923
2026-08-31,3402,JP3621000003,10072401W,MP,-0.0005014790394956817,-0.0005014790394956817,0.403989885916858
2026-08-31,3407,JP3111200006,10025801W,MP,-0.0002480265368795321,-0.0002480265368795321,0.31765411798025756
2026-08-31,3659,JP3758190007,31130501W,MP,0.00015943410952300372,0.00015943410952300372,0.1579109712161941
2026-08-31,388,HK0388045442,24063701W,MP,0.00021225910173723535,0.00021225910173723535,0.5387826038620069
2026-08-31,4004,JP3368000000,10069601W,MP,-0.0006755007604591636,-0.0006755007604591636,0.5262534599378963
2026-08-31,4062,JP3148800000,10262001W,MP,-0.0001709829059997124,-0.0001709829059997124,0.2434767330510671
