ddt,ticker,isin,gvkeyiid,style,ls_weight,style_ls_weight,factor_weight
2026-08-31,,FI0009014575,33901501W,Analyst Expectations,-0.0026381413298634257,-0.00014648188708698293,0.02395724290204974
2026-08-31,,FI0009014575,33901501W,Capital Efficiency,0.000985030327181428,0.000162976280729324,0.02712143977821946
2026-08-31,,FI0009014575,33901501W,Earnings Quality,0.0031037924603394265,-7.97563414295755e-06,0.05400405026230253
2026-08-31,,FI0009014575,33901501W,Historical Growth,-0.0022296993786829105,0.00014261619711826423,0.15989498750228426
2026-08-31,,FI0009014575,33901501W,MP,-8.839667287221658e-06,-8.839667287221658e-06,0.3348433630808693
2026-08-31,,FI0009014575,33901501W,Size,0.0,0.0,0.0
2026-08-31,,FI0009014575,33901501W,Valuation,-0.0015221710190889421,-0.000260325892544242,0.06986564263601334
2026-08-31,,FI0009014575,33901501W,Volatility,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Analyst Expectations,0.006638405835384881,0.0012749677230662704,0.04150282808767876
2026-08-31,,GB00BMVP7Y09,03647401,Capital Efficiency,0.000985030327181428,0.000162976280729324,0.02712143977821946
2026-08-31,,GB00BMVP7Y09,03647401,Earnings Quality,-0.004026236675793441,-0.000883509442735236,0.18547235660606887
2026-08-31,,GB00BMVP7Y09,03647401,Historical Growth,-0.012490340711706203,-0.0009876399114668347,0.14131425729069305
2026-08-31,,GB00BMVP7Y09,03647401,MP,-0.0003642392220433722,-0.0003642392220433722,0.5489882665145268
2026-08-31,,GB00BMVP7Y09,03647401,Price Momentum,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Size,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Valuation,-0.002370768299973614,-0.00010528050520197647,0.15357738475186664
2026-08-31,,GB00BMVP7Y09,03647401,Volatility,0.0,0.0,0.0
2026-08-31,1,KYG217651051,10108801W,Analyst Expectations,0.002555489578434339,0.00026931322872730834,0.02395724290204974
2026-08-31,1,KYG217651051,10108801W,Capital Efficiency,0.000985030327181428,0.000162976280729324,0.02712143977821946
2026-08-31,1,KYG217651051,10108801W,Earnings Quality,-0.006996695944842258,-0.0005114741786140724,0.08477910578086306
2026-08-31,1,KYG217651051,10108801W,Historical Growth,-0.0027070562868453532,0.00011623949558338357,0.17008094755992997
2026-08-31,1,KYG217651051,10108801W,MP,0.0003110654144060795,0.0003110654144060795,0.4869891744068948
2026-08-31,1,KYG217651051,10108801W,Size,0.0016803458522506713,0.0016803458522506713,0.0029161838100566252
2026-08-31,1,KYG217651051,10108801W,Valuation,0.01219297054821155,0.0016398957523977163,0.17813425457577597
2026-08-31,1,KYG217651051,10108801W,Volatility,0.0,0.0,0.0
2026-08-31,1038,BMG2178K1009,21292801W,Analyst Expectations,0.0022935463523258244,-6.813908554228207e-06,0.052905374135117034
2026-08-31,1038,BMG2178K1009,21292801W,Capital Efficiency,0.006720525612528867,0.0016651398069717283,0.1132647701596079
2026-08-31,1038,BMG2178K1009,21292801W,Earnings Quality,-0.002112786919879392,-0.00013740967980702026,0.12331432382251563
2026-08-31,1038,BMG2178K1009,21292801W,Historical Growth,-0.005547472360469424,-0.00036520615178984634,0.0995838898668728
2026-08-31,1038,BMG2178K1009,21292801W,MP,3.11226429210083e-05,3.11226429210083e-05,0.4577159573433247
2026-08-31,1038,BMG2178K1009,21292801W,Size,-0.0016945860713375414,-0.0016945860713375414,0.0029161838100566252
2026-08-31,1038,BMG2178K1009,21292801W,Valuation,-0.005302061086967964,-0.00047690706097293817,0.061032433517518886
2026-08-31,1038,BMG2178K1009,21292801W,Volatility,-0.001999611564178299,-0.001999611564178299,0.004698982031635806
2026-08-31,1113,KYG2177B1014,31975901W,Analyst Expectations,0.0016525715406432223,4.443252742627931e-05,0.0029957485608439784
2026-08-31,1113,KYG2177B1014,31975901W,Earnings Quality,0.001801451859620089,0.0002022895163871087,0.02799577473100852
2026-08-31,1113,KYG2177B1014,31975901W,Historical Growth,0.008617849733092691,0.0008377632287890801,0.14770539308119857
2026-08-31,1113,KYG2177B1014,31975901W,MP,0.0005182781017158153,0.0005182781017158153,0.29861824064417364
2026-08-31,1113,KYG2177B1014,31975901W,Size,0.0016803458522506713,0.0016803458522506713,0.0029161838100566252
2026-08-31,1113,KYG2177B1014,31975901W,Valuation,0.010618664858446727,0.0011716084748258154,0.11700514046106592
2026-08-31,12,HK0012000102,01569701W,Analyst Expectations,-0.000560115284083557,-1.505976419770251e-05,0.0029957485608439784
2026-08-31,12,HK0012000102,01569701W,Earnings Quality,-0.003203423868264776,-0.00018804551224798667,0.06828153836191847
2026-08-31,12,HK0012000102,01569701W,Historical Growth,-0.0056629859893615846,-0.0005341559397154722,0.10107427445109393
2026-08-31,12,HK0012000102,01569701W,MP,-0.00021969474197917142,-0.00021969474197917142,0.1998246150078223
2026-08-31,12,HK0012000102,01569701W,Size,0.0016803458522506713,0.0016803458522506713,0.0029161838100566252
2026-08-31,12,HK0012000102,01569701W,Valuation,-0.0006621230344961254,-7.664336569968943e-05,0.024556869823909325
2026-08-31,1299,HK0000069689,29573501W,Analyst Expectations,-0.003666219254890828,-0.000448997191629139,0.05674305367650877
2026-08-31,1299,HK0000069689,29573501W,Capital Efficiency,-0.004165857425371455,-0.0012873900584466993,0.050657492508422525
2026-08-31,1299,HK0000069689,29573501W,Earnings Quality,-0.0017556180077586978,-0.0004522069038262919,0.15502137806282473
2026-08-31,1299,HK0000069689,29573501W,Historical Growth,-0.0022671226346111443,-5.8654895247937995e-05,0.128206347139227
2026-08-31,1299,HK0000069689,29573501W,MP,-0.0003831543121706848,-0.0003831543121706848,0.5010599489402767
2026-08-31,1299,HK0000069689,29573501W,Size,0.0,0.0,0.0
2026-08-31,1299,HK0000069689,29573501W,Valuation,-0.004442647730462952,-0.0005059236270812052,0.11043167755329368
2026-08-31,1299,HK0000069689,29573501W,Volatility,0.0,0.0,0.0
2026-08-31,1308,KYG8187G1055,29553601W,Analyst Expectations,0.0018892621807736043,9.343169388596696e-05,0.0396864226250829
2026-08-31,1308,KYG8187G1055,29553601W,Capital Efficiency,0.0029191409696033557,0.0006285446955500613,0.0352954755372962
2026-08-31,1308,KYG8187G1055,29553601W,Earnings Quality,0.003589408232750434,0.0004283348234446734,0.04972236361147734
2026-08-31,1308,KYG8187G1055,29553601W,Historical Growth,0.012868500502803248,0.0010050461848422826,0.1512030909858874
2026-08-31,1308,KYG8187G1055,29553601W,MP,0.0006371688718234136,0.0006371688718234136,0.4438500809956348
2026-08-31,1308,KYG8187G1055,29553601W,Size,-0.0016945860713375414,-0.0016945860713375414,0.0029161838100566252
2026-08-31,1308,KYG8187G1055,29553601W,Valuation,0.005578957384720404,0.0008485331055349053,0.1603275623941985
