ddt,ticker,isin,gvkeyiid,style,ls_weight,style_ls_weight,factor_weight
2026-08-31,,FI0009014575,33901501W,Analyst Expectations,-0.0027933261139730385,-0.00015509846868033483,0.02395724290204974
2026-08-31,,FI0009014575,33901501W,Capital Efficiency,0.0010429732876038648,0.00017256312077222537,0.02712143977821946
2026-08-31,,FI0009014575,33901501W,Earnings Quality,0.0032863684874182156,-8.44478909254329e-06,0.05400405026230253
2026-08-31,,FI0009014575,33901501W,Historical Growth,-0.0023608581656642575,0.00015100538518404445,0.15989498750228426
2026-08-31,,FI0009014575,33901501W,MP,-9.359647715881753e-06,-9.359647715881753e-06,0.3348433630808693
2026-08-31,,FI0009014575,33901501W,Size,0.0,0.0,0.0
2026-08-31,,FI0009014575,33901501W,Valuation,-0.0016117104908000561,-0.00027563918034096205,0.06986564263601334
2026-08-31,,FI0009014575,33901501W,Volatility,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Analyst Expectations,0.007028900296289873,0.0013499658244231095,0.04150282808767876
2026-08-31,,GB00BMVP7Y09,03647401,Capital Efficiency,0.0010429732876038648,0.00017256312077222537,0.02712143977821946
2026-08-31,,GB00BMVP7Y09,03647401,Earnings Quality,-0.0042630741273107006,-0.000935480586425544,0.18547235660606887
2026-08-31,,GB00BMVP7Y09,03647401,Historical Growth,-0.013225066635924213,-0.0010457363768472366,0.14131425729069305
2026-08-31,,GB00BMVP7Y09,03647401,MP,-0.00038566505863415877,-0.00038566505863415877,0.5489882665145268
2026-08-31,,GB00BMVP7Y09,03647401,Price Momentum,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Size,0.0,0.0,0.0
2026-08-31,,GB00BMVP7Y09,03647401,Valuation,-0.0025102252587955913,-0.00011147347609621042,0.15357738475186664
2026-08-31,,GB00BMVP7Y09,03647401,Volatility,0.0,0.0,0.0
2026-08-31,1,KYG217651051,10108801W,Analyst Expectations,0.002705812494812829,0.0002851551833583264,0.02395724290204974
2026-08-31,1,KYG217651051,10108801W,Capital Efficiency,0.0010429732876038648,0.00017256312077222537,0.02712143977821946
2026-08-31,1,KYG217651051,10108801W,Earnings Quality,-0.00740826629453886,-0.0005415608950031354,0.08477910578086306
2026-08-31,1,KYG217651051,10108801W,Historical Growth,-0.002866294891953903,0.00012307711297064144,0.17008094755992997
2026-08-31,1,KYG217651051,10108801W,MP,0.00032936337995937825,0.00032936337995937825,0.4869891744068948
2026-08-31,1,KYG217651051,10108801W,Size,0.0017791897259124751,0.0017791897259124751,0.0029161838100566252
2026-08-31,1,KYG217651051,10108801W,Valuation,0.012910204109871051,0.0017363602084211113,0.17813425457577597
2026-08-31,1,KYG217651051,10108801W,Volatility,0.0,0.0,0.0
2026-08-31,1038,BMG2178K1009,21292801W,Analyst Expectations,0.0024284608436391077,-7.214726704476992e-06,0.052905374135117034
2026-08-31,1038,BMG2178K1009,21292801W,Capital Efficiency,0.007115850648559976,0.0017630892073818298,0.1132647701596079
2026-08-31,1038,BMG2178K1009,21292801W,Earnings Quality,-0.0022370685034017084,-0.00014549260214860967,0.12331432382251563
2026-08-31,1038,BMG2178K1009,21292801W,Historical Growth,-0.005873794264026448,-0.0003866888666010137,0.0995838898668728
2026-08-31,1038,BMG2178K1009,21292801W,MP,3.2953386622244075e-05,3.2953386622244075e-05,0.4577159573433247
2026-08-31,1038,BMG2178K1009,21292801W,Size,-0.0017942676049456318,-0.0017942676049456318,0.0029161838100566252
2026-08-31,1038,BMG2178K1009,21292801W,Valuation,-0.005613947033260197,-0.000504960417500758,0.061032433517518886
2026-08-31,1038,BMG2178K1009,21292801W,Volatility,-0.0021172357738358455,-0.0021172357738358455,0.004698982031635806
2026-08-31,1113,KYG2177B1014,31975901W,Analyst Expectations,0.001749781631269294,4.7046205510178085e-05,0.0029957485608439784
2026-08-31,1113,KYG2177B1014,31975901W,Earnings Quality,0.0019074196160683292,0.0002141888997039974,0.02799577473100852
2026-08-31,1113,KYG2177B1014,31975901W,Historical Growth,0.009124782070333437,0.0008870434187178494,0.14770539308119857
2026-08-31,1113,KYG2177B1014,31975901W,MP,0.0005487650488755691,0.0005487650488755691,0.29861824064417364
2026-08-31,1113,KYG2177B1014,31975901W,Size,0.0017791897259124751,0.0017791897259124751,0.0029161838100566252
2026-08-31,1113,KYG2177B1014,31975901W,Valuation,0.011243292203061238,0.0012405266204038043,0.11700514046106592
2026-08-31,12,HK0012000102,01569701W,Analyst Expectations,-0.0005930632419708251,-1.5945632679920302e-05,0.0029957485608439784
2026-08-31,12,HK0012000102,01569701W,Earnings Quality,-0.0033918605663979975,-0.00019910701296845643,0.06828153836191847
2026-08-31,12,HK0012000102,01569701W,Historical Growth,-0.005996102812265206,-0.000565576877345794,0.10107427445109393
2026-08-31,12,HK0012000102,01569701W,MP,-0.00023261796209559326,-0.00023261796209559326,0.1998246150078223
2026-08-31,12,HK0012000102,01569701W,Size,0.0017791897259124751,0.0017791897259124751,0.0029161838100566252
2026-08-31,12,HK0012000102,01569701W,Valuation,-0.0007010714482900151,-8.115179897614174e-05,0.024556869823909325
2026-08-31,1299,HK0000069689,29573501W,Analyst Expectations,-0.0038818792110608766,-0.00047540879113673536,0.05674305367650877
2026-08-31,1299,HK0000069689,29573501W,Capital Efficiency,-0.004410907862158011,-0.0013631188854141521,0.050657492508422525
2026-08-31,1299,HK0000069689,29573501W,Earnings Quality,-0.0018588896552739153,-0.00047880730993372076,0.15502137806282473
2026-08-31,1299,HK0000069689,29573501W,Historical Growth,-0.0024004827895882704,-6.210518320369904e-05,0.128206347139227
2026-08-31,1299,HK0000069689,29573501W,MP,-0.0004056928011219015,-0.0004056928011219015,0.5010599489402767
2026-08-31,1299,HK0000069689,29573501W,Size,0.0,0.0,0.0
2026-08-31,1299,HK0000069689,29573501W,Valuation,-0.004703979949901949,-0.0005356838404389231,0.11043167755329368
2026-08-31,1299,HK0000069689,29573501W,Volatility,0.0,0.0,0.0
2026-08-31,1308,KYG8187G1055,29553601W,Analyst Expectations,0.0020003952502308745,9.892767587925908e-05,0.0396864226250829
2026-08-31,1308,KYG8187G1055,29553601W,Capital Efficiency,0.0030908551442859057,0.000665517912935359,0.0352954755372962
2026-08-31,1308,KYG8187G1055,29553601W,Earnings Quality,0.003800549893500459,0.00045353098952965413,0.04972236361147734
2026-08-31,1308,KYG8187G1055,29553601W,Historical Growth,0.013625471120615204,0.0010641665486565343,0.1512030909858874
2026-08-31,1308,KYG8187G1055,29553601W,MP,0.000674649393695379,0.000674649393695379,0.4438500809956348
2026-08-31,1308,KYG8187G1055,29553601W,Size,-0.0017942676049456318,-0.0017942676049456318,0.0029161838100566252
2026-08-31,1308,KYG8187G1055,29553601W,Valuation,0.005907131348527486,0.0008984468176251937,0.1603275623941985
2026-08-31,1308,KYG8187G1055,29553601W,Volatility,-0.0021172357738358455,-0.0021172357738358455,0.004698982031635806
2026-08-31,16,HK0016000132,01942101W,Analyst Expectations,-0.0005930632419708251,-1.5945632679920302e-05,0.0029957485608439784
2026-08-31,16,HK0016000132,01942101W,Earnings Quality,0.0019074196160683292,0.0002141888997039974,0.02799577473100852
2026-08-31,16,HK0016000132,01942101W,Historical Growth,0.009124782070333437,0.0008870434187178494,0.14770539308119857
2026-08-31,16,HK0016000132,01942101W,MP,0.000506161183048141,0.000506161183048141,0.28273521946918384
2026-08-31,16,HK0016000132,01942101W,Size,0.0017791897259124751,0.0017791897259124751,0.0029161838100566252
2026-08-31,16,HK0016000132,01942101W,Valuation,0.00900283106672701,0.0010727878739854,0.10112211928607612
